"tissue","assay","feature_id","logFC_precawg","CI.L_precawg","CI.R_precawg","adj_p_value_precawg","randomGroupCode","Timepoint","platform","logFC_sex_diff","CI.L_sex_diff","CI.R_sex_diff","adj_p_value_sex_diff","entrez_gene","gene_symbol","ensembl_gene","uniprot","refmet_name","refmet_id","kegg_id"
"blood","transcript-rna-seq","ENSG00000102882.12",0.403664861814486,0.260440855952283,0.54688886767669,2.57505437364e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.346705761531184,-0.507935266019454,-0.185476257042914,0.00180610280450647,"5595","MAPK3","ENSG00000102882",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000165886.5",0.557489959025357,0.359627643093177,0.755352274957538,2.57683317364056e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.352701482661002,-0.57452123153159,-0.130881733790414,0.0254456871831941,"80019","UBTD1","ENSG00000165886",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000169220.18",0.352663405521813,0.227435588255148,0.477891222788478,2.60696844308428e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.293113310935993,-0.434043363271382,-0.152183258600605,0.00247834270514265,"10636","RGS14","ENSG00000169220",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000048740.19",0.337079914123532,0.217307507100867,0.456852321146196,2.63436406563017e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.250709758042975,-0.382754832951607,-0.118664683134343,0.0056830970812333,"10659","CELF2","ENSG00000048740",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000172081.14",0.314177236742063,0.202468506962253,0.425885966521874,2.68446963496414e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.286137182047897,-0.41682288067026,-0.155451483425533,0.00155819840649,"126308","MOB3A","ENSG00000172081",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000116991.12",0.780783480676358,0.503050494584137,1.05851646676858,2.71358558990609e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.682208563818449,-0.982835322314482,-0.381581805322416,0.00113184393656794,"57568","SIPA1L2","ENSG00000116991",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000135677.11",0.339437884846536,0.218534490563459,0.460341279129613,2.81064741909333e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.288477222706574,-0.433263861993673,-0.143690583419476,0.00369032287807036,"2799","GNS","ENSG00000135677",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000156711.17",0.473431204584306,0.304711372742411,0.6421510364262,2.84225378613786e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.332380777088972,-0.520444641840389,-0.144316912337554,0.0109005795395611,"5603","MAPK13","ENSG00000156711",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000106780.9",0.616568618861285,0.396692754539082,0.836444483183488,2.87082159287839e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.511584358200807,-0.757918543200487,-0.265250173201127,0.00250950471962302,"1955","MEGF9","ENSG00000106780",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000163219.12",0.293049666225151,0.188546182259686,0.397553150190617,2.87082159287839e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.247051416741833,-0.367501931534071,-0.126600901949595,0.00284044342372552,"9938","ARHGAP25","ENSG00000163219",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000135932.12",0.40238382277373,0.258860993117228,0.545906652430233,2.87082159287839e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.343616298719573,-0.504851966046524,-0.182380631392621,0.00192994012208438,"51719","CAB39","ENSG00000135932",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000163041.13",0.408107276761715,0.262546428710132,0.553668124813298,2.87082159287839e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.306863490332706,-0.469621006527059,-0.144105974138352,0.00602552818115463,"3020","H3-3A","ENSG00000163041",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000168297.16",0.526019056767022,0.338368779902972,0.713669333631072,2.87082159287839e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.374792721627929,-0.580937045428587,-0.168648397827271,0.00844445124065605,"54899","PXK","ENSG00000168297",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000181220.18",0.389763563916102,0.25071833108928,0.528808796742924,2.87916835047977e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.314055372976828,-0.472096536882918,-0.156014209070737,0.00375209715836484,"155061","ZNF746","ENSG00000181220",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000179918.19",0.298074912561494,0.191707465459862,0.404442359663126,2.88648547251255e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.205789990829811,-0.327451837466232,-0.0841281441933911,0.0156033995349091,"22928","SEPHS2","ENSG00000179918",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000254470.3",0.450818462569545,0.289918230844747,0.611718694294343,2.90901935973505e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.41608450445823,-0.603230127970937,-0.228938880945522,0.00132680321262746,"91056","AP5B1","ENSG00000254470",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000147439.14",0.374879319017762,0.241050408908969,0.508708229126555,2.90957746697076e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.21417600784928,-0.361487448813027,-0.0668645668855324,0.047887606567195,"55909","BIN3","ENSG00000147439",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000110619.18",0.286775826627981,0.184306071244958,0.389245582011004,2.96699841653693e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.210990595885531,-0.32226940660018,-0.0997117851708818,0.00574048770949668,"833","CARS1","ENSG00000110619",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000108509.21",0.281271073902996,0.180722696096444,0.381819451709548,3.00649555480915e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.190787895302943,-0.303688429710873,-0.0778873608950134,0.0157136663285118,"23125","CAMTA2","ENSG00000108509",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000197579.8",0.464648571102221,0.298438380505581,0.630858761698861,3.06739384804132e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.330981931155577,-0.516613698955703,-0.145350163355451,0.0100804418528282,"10210","TOPORS","ENSG00000197579",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000148411.8",0.351249416225405,0.225600831476895,0.476898000973914,3.06834753404898e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.29448820589434,-0.436461589949439,-0.152514821839241,0.00254007364834919,"138151","NACC2","ENSG00000148411",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000106714.18",0.762348140107273,0.489662885247662,1.03503339496688,3.07591367183159e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.461751916052831,-0.779671442736043,-0.14383238936962,0.0480925520851034,"79937","CNTNAP3","ENSG00000106714",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000198408.14",0.299570900637567,0.192357014619133,0.406784786656002,3.07591367183159e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.259294796772672,-0.374282080306948,-0.144307513238395,0.00120473217821495,"10724","OGA","ENSG00000198408",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000164924.18",0.249782909647042,0.16038010304252,0.339185716251564,3.07591367183159e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.200734645551654,-0.2999167188872,-0.101552572216107,0.00317567614759574,"7534","YWHAZ","ENSG00000164924",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000125753.14",0.362065539107293,0.232483295762699,0.491647782451887,3.08307892911697e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.329494830906317,-0.481206375305787,-0.177783286506847,0.00166965662640452,"7408","VASP","ENSG00000125753",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000131042.15",0.348475203475781,0.223759398014225,0.473191008937337,3.08307892911697e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.26462670409356,-0.411830668564659,-0.117422739622461,0.00940541025815283,"10288","LILRB2","ENSG00000131042",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000116701.15",0.376633460335615,0.24179588604983,0.5114710346214,3.09706945257314e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.297550685437999,-0.453365521267045,-0.141735849608953,0.00541885034472654,"4688","NCF2","ENSG00000116701",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000100330.16",0.438077763847595,0.281120418368792,0.595035109326398,3.1449931168374e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.369938978230898,-0.545769370546714,-0.194108585915083,0.00222318370860977,"8897","MTMR3","ENSG00000100330",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000153207.16",0.402961638196354,0.258589702761322,0.547333573631386,3.1449931168374e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.251779043579368,-0.417759170443346,-0.085798916715389,0.0361832049479434,"25909","AHCTF1","ENSG00000153207",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000140678.17",0.402350251439257,0.258198924489167,0.546501578389347,3.14704625239688e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.248185971023318,-0.415957596698304,-0.0804143453483318,0.0427765147266508,"3687","ITGAX","ENSG00000140678",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000100647.8",0.375460512136097,0.240782932783227,0.510138091488966,3.24121498015442e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.288962121530877,-0.44444440660059,-0.133479836461163,0.00682682414928641,"9766","SUSD6","ENSG00000100647",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000136279.21",0.293292196813285,0.188007850431644,0.398576543194926,3.29369992273359e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.270696412834942,-0.384995566944299,-0.156397258725586,0.000806398568473682,"28988","DBNL","ENSG00000136279",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000236438.7",0.480440646364068,0.308011465005554,0.652869827722582,3.29369992273359e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.347329593761053,-0.54652581838798,-0.148133369134126,0.0123683174365081,NA,"FAM157A","ENSG00000236438",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000172216.6",0.436685424752126,0.279893490717023,0.593477358787229,3.3099291831705e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.405341051483932,-0.590122420327718,-0.220559682640145,0.0015406250671331,"1051","CEBPB","ENSG00000172216",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000144635.9",0.330465649934617,0.211751198891495,0.44918010097774,3.34441755910288e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.224866771982039,-0.357577253278063,-0.0921562906860144,0.0154213242733716,"51143","DYNC1LI1","ENSG00000144635",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000241878.12",0.353873922631667,0.226701859732661,0.481045985530673,3.38351691483631e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.320506121410264,-0.470781191423888,-0.17023105139664,0.0019222591045555,"23761","PISD","ENSG00000241878",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000272333.8",0.238318132621039,0.152635484844883,0.324000780397195,3.38498905374971e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.185164841458897,-0.28138127779493,-0.088948405122863,0.0050331526276646,"9757","KMT2B","ENSG00000272333",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000071054.17",0.400105115097151,0.256240757157108,0.543969473037195,3.40703059021599e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.354153219899253,-0.515424914484011,-0.192881525314495,0.00151988791073555,"9448","MAP4K4","ENSG00000071054",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000225190.11",0.300435283442738,0.192386238826236,0.40848432805924,3.41657289152361e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.293336254219497,-0.415848866025303,-0.170823642413691,0.0007338661311697,"9842","PLEKHM1","ENSG00000225190",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000072518.22",0.292173953561605,0.187023673169629,0.39732423395358,3.48477686610687e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.243441400651486,-0.36302823784137,-0.123854563461602,0.00302795321204746,"2011","MARK2","ENSG00000072518",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000139946.10",0.487422805349047,0.311706259150561,0.663139351547533,3.63504131301085e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.315074688595203,-0.509875860525808,-0.120273516664598,0.0221746301354993,"57161","PELI2","ENSG00000139946",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000068024.18",0.381257655502369,0.243742559135163,0.518772751869574,3.6782761746439e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.252066574723174,-0.406332127084364,-0.0978010223619845,0.0205168187061719,"9759","HDAC4","ENSG00000068024",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000123643.13",0.459434057832298,0.293728316001517,0.625139799663079,3.6782761746439e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.305673067390272,-0.482771459358002,-0.128574675422541,0.0134474116386704,"206358","SLC36A1","ENSG00000123643",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000072110.16",0.38508784817498,0.246190813834408,0.523984882515551,3.6782761746439e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.310020242877901,-0.467771436821395,-0.152269048934407,0.00416447396667151,"87","ACTN1","ENSG00000072110",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000059728.11",0.531934673365967,0.34003854212314,0.723830804608794,3.68653338064773e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.455663914923008,-0.673555877323169,-0.237771952522847,0.00235300490944365,"4084","MXD1","ENSG00000059728",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000159128.15",0.403028102761054,0.257600537709257,0.54845566781285,3.69862610312384e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.323534302420867,-0.489688317430085,-0.15738028741165,0.00455203912627793,"3460","IFNGR2","ENSG00000159128",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000213390.11",0.460082234910224,0.293990037265759,0.62617443255469,3.72014429458972e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.315947586393691,-0.499174876873994,-0.132720295913388,0.0135133418903246,"84986","ARHGAP19","ENSG00000213390",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000155849.16",0.295363555616272,0.188720413960164,0.40200669727238,3.72633993434232e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.256327631335604,-0.373272213555714,-0.139383049115494,0.00154909210643074,"9844","ELMO1","ENSG00000155849",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000168461.13",0.360295581960651,0.230220512101656,0.490370651819646,3.72988996177275e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.257291864583998,-0.407919962330224,-0.106663766837772,0.0145905471833642,"11031","RAB31","ENSG00000168461",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000139370.12",0.367268714825205,0.234592823736747,0.499944605913662,3.78669898608345e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.213443804998045,-0.359756614762264,-0.0671309952338258,0.0469490713011876,"121260","SLC15A4","ENSG00000139370",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000175274.19",0.611686159335626,0.39053053581182,0.832841782859433,3.86713817240923e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.55816464521269,-0.805637805784014,-0.310691484641366,0.00120473217821495,"9537","TP53I11","ENSG00000175274",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000281162.3",0.693901378252833,0.443018598850308,0.944784157655358,3.88081825005697e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.573595181227694,-0.85330863807014,-0.293881724385249,0.00284200209920375,NA,"LINC01127","ENSG00000281162",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000163754.18",0.470557218181519,0.300386676156925,0.640727760206114,3.88081825005697e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.31167818451947,-0.497907251857383,-0.125449117181557,0.0170420890012674,"2992","GYG1","ENSG00000163754",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000141551.15",0.261312490766526,0.166794185251276,0.355830796281776,3.89067732618341e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.233228402268955,-0.342438439743536,-0.124018364794374,0.0019222591045555,"1453","CSNK1D","ENSG00000141551",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000078618.23",0.289228375663781,0.184583002575606,0.393873748751957,3.8965118102757e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.258080252899934,-0.379794907338147,-0.13636559846172,0.00201899505562625,"4898","NRDC","ENSG00000078618",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000111802.14",0.416889034141866,0.26604491976437,0.567733148519361,3.8965118102757e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.271881542479058,-0.438202379502279,-0.105560705455837,0.0204861937016432,"51567","TDP2","ENSG00000111802",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000171791.14",-0.448793291184333,-0.611187335634652,-0.286399246734014,3.8965118102757e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",0.339704905733469,0.147746194116447,0.531663617350491,0.0108129949438032,"596","BCL2","ENSG00000171791",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000166900.17",0.427606376104478,0.272842729032867,0.58237002317609,3.9164596056467e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.350093165668124,-0.524889973303987,-0.17529635803226,0.00352804377600565,"6809","STX3","ENSG00000166900",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000100721.11",-0.506185889833023,-0.689415422062904,-0.322956357603141,3.95552566184478e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",0.393273169333252,0.167541126384146,0.619005212282358,0.0124476748566258,"8115","TCL1A","ENSG00000100721",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000142347.19",0.357210870752205,0.227742283068024,0.486679458436385,4.06121968277063e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.286135467835475,-0.435228498071789,-0.137042437599161,0.00518305623664359,"4542","MYO1F","ENSG00000142347",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000198053.12",0.412028344979925,0.262680002686748,0.561376687273102,4.06121968277063e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.321037808779147,-0.493602707828804,-0.148472909729491,0.0067709512195618,"140885","SIRPA","ENSG00000198053",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000109743.11",0.552195191916947,0.352001602458526,0.752388781375369,4.07066343373368e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.44106729411314,-0.664011891394126,-0.218122696832154,0.00390587977996506,"683","BST1","ENSG00000109743",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000047410.14",0.251123057709636,0.160059398382765,0.342186717036507,4.07066343373368e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.15313631112758,-0.256071716070324,-0.0502009061848348,0.0413261554565253,"7175","TPR","ENSG00000047410",NA,NA,NA,NA
"blood","transcript-rna-seq","ENSG00000071967.12",0.525350049701836,0.334738095409485,0.715962003994187,4.16302567461026e-06,"ADUResist","post_3.5_4_hr","transcript-rna-seq",-0.409810166803231,-0.61020763726061,-0.209412696345852,0.00291602435067979,"79901","CYBRD1","ENSG00000071967",NA,NA,NA,NA
